fact_id,tool_id,tool_name,vendor,field,value,status,quote,source_url,archive_url,fetched_at,page_dated,pages_checked,note
summize.pricing.published,summize,Summize,Summize Ltd.,pricing.published,no,not-found,,https://www.summize.com/pricing,http://web.archive.org/web/20260420155517/https://www.summize.com/pricing,2026-09-06,,"[""https://www.summize.com/pricing"", ""https://www.summize.com/security"", ""https://www.summize.com/privacy-policy"", ""https://www.summize.com/terms-and-conditions"", ""https://www.summize.com/dpa"", ""https://www.summize.com/subprocessors"", ""https://www.summize.com/""]",
summize.pricing.seat_minimum,summize,Summize,Summize Ltd.,pricing.seat_minimum,,not-found,,https://www.summize.com/pricing,http://web.archive.org/web/20260420155517/https://www.summize.com/pricing,2026-09-06,,"[""https://www.summize.com/pricing"", ""https://www.summize.com/security"", ""https://www.summize.com/privacy-policy"", ""https://www.summize.com/terms-and-conditions"", ""https://www.summize.com/dpa"", ""https://www.summize.com/subprocessors"", ""https://www.summize.com/""]",
summize.product.integration_word,summize,Summize,Summize Ltd.,product.integration_word,yes,stated,"""embeds directly into the ones your business already uses, including Microsoft Word""",https://www.summize.com/,http://web.archive.org/web/20260901130656/https://www.summize.com/,2026-09-06,,,
summize.product.markets,summize,Summize,Summize Ltd.,product.markets,"[""legal teams"", ""contract lifecycle management""]",stated,"""contract intelligence system""",https://www.summize.com/pricing,http://web.archive.org/web/20260420155517/https://www.summize.com/pricing,2026-09-06,,,
summize.security.data_residency,summize,Summize,Summize Ltd.,security.data_residency,,not-found,,https://www.summize.com/pricing,http://web.archive.org/web/20260420155517/https://www.summize.com/pricing,2026-09-06,,"[""https://www.summize.com/pricing"", ""https://www.summize.com/security"", ""https://www.summize.com/privacy-policy"", ""https://www.summize.com/terms-and-conditions"", ""https://www.summize.com/dpa"", ""https://www.summize.com/subprocessors"", ""https://www.summize.com/""]",
summize.security.encryption_at_rest,summize,Summize,Summize Ltd.,security.encryption_at_rest,,not-found,,https://www.summize.com/pricing,http://web.archive.org/web/20260420155517/https://www.summize.com/pricing,2026-09-06,,"[""https://www.summize.com/pricing"", ""https://www.summize.com/security"", ""https://www.summize.com/privacy-policy"", ""https://www.summize.com/terms-and-conditions"", ""https://www.summize.com/dpa"", ""https://www.summize.com/subprocessors"", ""https://www.summize.com/""]",
summize.security.iso27001,summize,Summize,Summize Ltd.,security.iso27001,yes,stated,"""Our ISO 27001 accreditation""",https://www.summize.com/security,http://web.archive.org/web/20260829021339/https://www.summize.com/security,2026-09-06,,,
summize.security.iso42001,summize,Summize,Summize Ltd.,security.iso42001,,not-found,,https://www.summize.com/pricing,http://web.archive.org/web/20260420155517/https://www.summize.com/pricing,2026-09-06,,"[""https://www.summize.com/pricing"", ""https://www.summize.com/security"", ""https://www.summize.com/privacy-policy"", ""https://www.summize.com/terms-and-conditions"", ""https://www.summize.com/dpa"", ""https://www.summize.com/subprocessors"", ""https://www.summize.com/""]",
summize.security.no_training_on_customer_data,summize,Summize,Summize Ltd.,security.no_training_on_customer_data,yes,stated,"""never used to develop, fine-tune""",https://www.summize.com/privacy-policy,http://web.archive.org/web/20260606023912/https://www.summize.com/privacy-policy,2026-09-06,,,
summize.security.pen_test,summize,Summize,Summize Ltd.,security.pen_test,yes,stated,"""regular third-party penetration testing""",https://www.summize.com/security,http://web.archive.org/web/20260829021339/https://www.summize.com/security,2026-09-06,,,
summize.security.private_deployment,summize,Summize,Summize Ltd.,security.private_deployment,,not-found,,https://www.summize.com/pricing,http://web.archive.org/web/20260420155517/https://www.summize.com/pricing,2026-09-06,,"[""https://www.summize.com/pricing"", ""https://www.summize.com/security"", ""https://www.summize.com/privacy-policy"", ""https://www.summize.com/terms-and-conditions"", ""https://www.summize.com/dpa"", ""https://www.summize.com/subprocessors"", ""https://www.summize.com/""]",
summize.security.retention_period,summize,Summize,Summize Ltd.,security.retention_period,for as long as account is active or until unsubscribed/removed,stated,"""We will retain your information for as your account is active""",https://www.summize.com/privacy-policy,http://web.archive.org/web/20260606023912/https://www.summize.com/privacy-policy,2026-09-06,,,
summize.security.soc2,summize,Summize,Summize Ltd.,security.soc2,no,stated,"""work towards SOC II accreditation""",https://www.summize.com/security,http://web.archive.org/web/20260829021339/https://www.summize.com/security,2026-09-06,,,Security page says Summize intends to work toward SOC II accreditation.
summize.security.sso_saml,summize,Summize,Summize Ltd.,security.sso_saml,,not-found,,https://www.summize.com/pricing,http://web.archive.org/web/20260420155517/https://www.summize.com/pricing,2026-09-06,,"[""https://www.summize.com/pricing"", ""https://www.summize.com/security"", ""https://www.summize.com/privacy-policy"", ""https://www.summize.com/terms-and-conditions"", ""https://www.summize.com/dpa"", ""https://www.summize.com/subprocessors"", ""https://www.summize.com/""]",
summize.security.zero_retention,summize,Summize,Summize Ltd.,security.zero_retention,,not-found,,https://www.summize.com/pricing,http://web.archive.org/web/20260420155517/https://www.summize.com/pricing,2026-09-06,,"[""https://www.summize.com/pricing"", ""https://www.summize.com/security"", ""https://www.summize.com/privacy-policy"", ""https://www.summize.com/terms-and-conditions"", ""https://www.summize.com/dpa"", ""https://www.summize.com/subprocessors"", ""https://www.summize.com/""]",
trellis-ai.accuracy.claim,trellis-ai,Trellis AI,"Trellis Research, Inc.",accuracy.claim,highly reliable output,stated,"""delivers a highly reliable output""",https://trellis.law/trellis-ai,http://web.archive.org/web/20260307225718/https://trellis.law/trellis-ai,2026-09-06,,,
trellis-ai.accuracy.method_published,trellis-ai,Trellis AI,"Trellis Research, Inc.",accuracy.method_published,yes,stated,"""tested multiple models and thousands of documents""",https://trellis.law/trellis-ai,http://web.archive.org/web/20260307225718/https://trellis.law/trellis-ai,2026-09-06,,,
trellis-ai.contract.dpa_available,trellis-ai,Trellis AI,"Trellis Research, Inc.",contract.dpa_available,no,not-found,,https://trellis.law/trellis-ai,http://web.archive.org/web/20260307225718/https://trellis.law/trellis-ai,2026-09-06,,"[""https://trellis.law/trellis-ai"", ""https://trellis.law/privacy-policy"", ""https://trellis.law/terms-of-service"", ""https://trellis.law/trellis-ai/pricing"", ""https://trellis.law/trellis-ai/security"", ""https://trellis.law/trellis-ai/dpa"", ""https://trellis.law/trellis-ai/subprocessors""]",
trellis-ai.contract.governing_law,trellis-ai,Trellis AI,"Trellis Research, Inc.",contract.governing_law,California,stated,"""laws of the State of California""",https://trellis.law/terms-of-service,http://web.archive.org/web/20260309103508/https://trellis.law/terms-of-service,2026-09-06,2026-05,,
trellis-ai.contract.liability_cap,trellis-ai,Trellis AI,"Trellis Research, Inc.",contract.liability_cap,amount paid in prior twelve months,stated,"""amount you paid for the Online Services""",https://trellis.law/terms-of-service,http://web.archive.org/web/20260309103508/https://trellis.law/terms-of-service,2026-09-06,2026-05,,
trellis-ai.contract.model_providers,trellis-ai,Trellis AI,"Trellis Research, Inc.",contract.model_providers,"[""OpenAI"", ""Anthropic""]",stated,"""including OpenAI and Anthropic""",https://trellis.law/trellis-ai,http://web.archive.org/web/20260307225718/https://trellis.law/trellis-ai,2026-09-06,,,
trellis-ai.contract.privacy_last_updated,trellis-ai,Trellis AI,"Trellis Research, Inc.",contract.privacy_last_updated,2026-05,stated,"""Effective May 2026""",https://trellis.law/privacy-policy,http://web.archive.org/web/20260201001230/https://trellis.law/privacy-policy,2026-09-06,2026-05,,
trellis-ai.contract.subprocessors_published,trellis-ai,Trellis AI,"Trellis Research, Inc.",contract.subprocessors_published,no,not-found,,https://trellis.law/trellis-ai,http://web.archive.org/web/20260307225718/https://trellis.law/trellis-ai,2026-09-06,,"[""https://trellis.law/trellis-ai"", ""https://trellis.law/privacy-policy"", ""https://trellis.law/terms-of-service"", ""https://trellis.law/trellis-ai/pricing"", ""https://trellis.law/trellis-ai/security"", ""https://trellis.law/trellis-ai/dpa"", ""https://trellis.law/trellis-ai/subprocessors""]",
trellis-ai.contract.terms_last_updated,trellis-ai,Trellis AI,"Trellis Research, Inc.",contract.terms_last_updated,2026-05,stated,"""Effective May 2026""",https://trellis.law/terms-of-service,http://web.archive.org/web/20260309103508/https://trellis.law/terms-of-service,2026-09-06,2026-05,,
trellis-ai.pricing.free_trial,trellis-ai,Trellis AI,"Trellis Research, Inc.",pricing.free_trial,yes,stated,"""At the conclusion of your free trial""",https://trellis.law/terms-of-service,http://web.archive.org/web/20260309103508/https://trellis.law/terms-of-service,2026-09-06,2026-05,,
trellis-ai.pricing.list_price,trellis-ai,Trellis AI,"Trellis Research, Inc.",pricing.list_price,,not-found,,https://trellis.law/trellis-ai,http://web.archive.org/web/20260307225718/https://trellis.law/trellis-ai,2026-09-06,,"[""https://trellis.law/trellis-ai"", ""https://trellis.law/privacy-policy"", ""https://trellis.law/terms-of-service"", ""https://trellis.law/trellis-ai/pricing"", ""https://trellis.law/trellis-ai/security"", ""https://trellis.law/trellis-ai/dpa"", ""https://trellis.law/trellis-ai/subprocessors""]",
trellis-ai.pricing.minimum_term,trellis-ai,Trellis AI,"Trellis Research, Inc.",pricing.minimum_term,,not-found,,https://trellis.law/trellis-ai,http://web.archive.org/web/20260307225718/https://trellis.law/trellis-ai,2026-09-06,,"[""https://trellis.law/trellis-ai"", ""https://trellis.law/privacy-policy"", ""https://trellis.law/terms-of-service"", ""https://trellis.law/trellis-ai/pricing"", ""https://trellis.law/trellis-ai/security"", ""https://trellis.law/trellis-ai/dpa"", ""https://trellis.law/trellis-ai/subprocessors""]",
trellis-ai.pricing.model,trellis-ai,Trellis AI,"Trellis Research, Inc.",pricing.model,not-published,not-found,,https://trellis.law/trellis-ai,http://web.archive.org/web/20260307225718/https://trellis.law/trellis-ai,2026-09-06,,"[""https://trellis.law/trellis-ai"", ""https://trellis.law/privacy-policy"", ""https://trellis.law/terms-of-service"", ""https://trellis.law/trellis-ai/pricing"", ""https://trellis.law/trellis-ai/security"", ""https://trellis.law/trellis-ai/dpa"", ""https://trellis.law/trellis-ai/subprocessors""]",
trellis-ai.pricing.published,trellis-ai,Trellis AI,"Trellis Research, Inc.",pricing.published,no,not-found,,https://trellis.law/trellis-ai,http://web.archive.org/web/20260307225718/https://trellis.law/trellis-ai,2026-09-06,,"[""https://trellis.law/trellis-ai"", ""https://trellis.law/privacy-policy"", ""https://trellis.law/terms-of-service"", ""https://trellis.law/trellis-ai/pricing"", ""https://trellis.law/trellis-ai/security"", ""https://trellis.law/trellis-ai/dpa"", ""https://trellis.law/trellis-ai/subprocessors""]",
trellis-ai.pricing.seat_minimum,trellis-ai,Trellis AI,"Trellis Research, Inc.",pricing.seat_minimum,,not-found,,https://trellis.law/trellis-ai,http://web.archive.org/web/20260307225718/https://trellis.law/trellis-ai,2026-09-06,,"[""https://trellis.law/trellis-ai"", ""https://trellis.law/privacy-policy"", ""https://trellis.law/terms-of-service"", ""https://trellis.law/trellis-ai/pricing"", ""https://trellis.law/trellis-ai/security"", ""https://trellis.law/trellis-ai/dpa"", ""https://trellis.law/trellis-ai/subprocessors""]",
trellis-ai.product.markets,trellis-ai,Trellis AI,"Trellis Research, Inc.",product.markets,"[""attorneys"", ""legal professionals""]",stated,"""attorneys and legal professionals""",https://trellis.law/trellis-ai,http://web.archive.org/web/20260307225718/https://trellis.law/trellis-ai,2026-09-06,,,
trellis-ai.security.data_residency,trellis-ai,Trellis AI,"Trellis Research, Inc.",security.data_residency,,not-found,,https://trellis.law/trellis-ai,http://web.archive.org/web/20260307225718/https://trellis.law/trellis-ai,2026-09-06,,"[""https://trellis.law/trellis-ai"", ""https://trellis.law/privacy-policy"", ""https://trellis.law/terms-of-service"", ""https://trellis.law/trellis-ai/pricing"", ""https://trellis.law/trellis-ai/security"", ""https://trellis.law/trellis-ai/dpa"", ""https://trellis.law/trellis-ai/subprocessors""]",
trellis-ai.security.encryption_at_rest,trellis-ai,Trellis AI,"Trellis Research, Inc.",security.encryption_at_rest,yes,stated,"""All uploaded files are encrypted at rest""",https://trellis.law/trellis-ai,http://web.archive.org/web/20260307225718/https://trellis.law/trellis-ai,2026-09-06,,,
trellis-ai.security.iso27001,trellis-ai,Trellis AI,"Trellis Research, Inc.",security.iso27001,,not-found,,https://trellis.law/trellis-ai,http://web.archive.org/web/20260307225718/https://trellis.law/trellis-ai,2026-09-06,,"[""https://trellis.law/trellis-ai"", ""https://trellis.law/privacy-policy"", ""https://trellis.law/terms-of-service"", ""https://trellis.law/trellis-ai/pricing"", ""https://trellis.law/trellis-ai/security"", ""https://trellis.law/trellis-ai/dpa"", ""https://trellis.law/trellis-ai/subprocessors""]",
trellis-ai.security.iso42001,trellis-ai,Trellis AI,"Trellis Research, Inc.",security.iso42001,,not-found,,https://trellis.law/trellis-ai,http://web.archive.org/web/20260307225718/https://trellis.law/trellis-ai,2026-09-06,,"[""https://trellis.law/trellis-ai"", ""https://trellis.law/privacy-policy"", ""https://trellis.law/terms-of-service"", ""https://trellis.law/trellis-ai/pricing"", ""https://trellis.law/trellis-ai/security"", ""https://trellis.law/trellis-ai/dpa"", ""https://trellis.law/trellis-ai/subprocessors""]",
